OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42648.67517,6.046,4.031,5.038,1.008,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,5.67,9.67,0,11.67,19.145,0.992,4.02,x,1.08,5.4,13.81,1,3.54,16.12
42648.67518,8.061,2.015,3.023,3.023,1.008,0,1.008,0,0,0,1.008,0,0,0,0,0,7.33,7.33,0,0,19.146,0.992,4,x,1.06,4.3,59.52,1,3.55,16.31
42648.67519,13.096,5.037,5.037,4.03,2.015,1.007,2.015,0,1.007,0,0,0,0,0,0,0,5.67,7.33,7.67,0,33.245,0.993,4.02,x,1.85,9.38,28.86,1,3.57,16.4
42648.6752,6.046,3.023,4.031,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,7.33,7.67,0,0,16.123,0.992,3.99,x,0.93,3.51,5.28,1,3.57,16.37
42648.67522,9.069,3.023,3.023,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,0,10.33,0,17.131,0.992,4,x,0.75,3.44,5.41,1,3.56,16.08
42648.67523,7.053,4.03,6.046,0,1.008,0,1.008,0,0,1.008,0,0,0,0,0,0,6.67,0,0,0,20.152,0.992,3.98,x,1.08,4.28,37.77,1,3.56,16.19
42648.67524,5.038,5.038,7.054,0,0,0,0,1.008,0,0,0,0,0,0,0,0,6.33,0,0,10.33,18.139,0.992,3.98,x,1.04,3.28,10.02,1,3.55,16.15
42648.67525,7.054,4.031,3.023,1.008,0,0,1.008,1.008,0,0,0,0,0,0,0,0,5.67,7,0,9,17.131,0.992,4,x,0.8,4.54,12.95,1,3.57,16.19
42648.67526,5.039,3.023,2.015,0,1.008,3.023,0,0,0,0,0,1.008,0,0,0,0,7.67,0,11.33,0,15.116,0.992,3.95,x,0.83,4.31,81.7,1,3.57,16.44
42648.67527,5.039,2.016,3.024,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,6,6.33,0,0,12.094,0.992,3.96,x,0.65,2.69,4.42,1,3.56,16.43
42648.67529,10.076,4.03,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16.121,0.992,3.93,x,0.61,0.79,0.79,1,3.55,16.42
42648.6753,9.069,1.008,3.023,1.008,0,0,0,0,0,0,0,0,0,1.008,0,0,6.33,7.67,0,0,15.115,0.992,3.93,x,0.65,1.11,93.05,1,3.53,16.63
42648.67531,5.038,3.023,4.031,1.008,0,2.015,1.008,0,0,0,0,0,0,0,0,0,6,7.67,7.33,0,16.122,0.992,3.93,x,0.98,4.93,7.24,1,3.54,16.65
42648.67532,13.098,5.038,5.038,2.015,0,1.008,2.015,0,0,0,0,0,0,0,0,0,8.33,7.33,9,0,28.212,0.992,3.84,x,1.45,6.53,10.38,1,3.56,16.62
42648.67533,4.031,6.047,3.023,0,1.008,0,2.016,1.008,0,0,0,0,0,0,0,0,6,0,0,11.67,17.133,0.992,3.86,x,0.9,6.69,17.19,1,3.57,16.67
42648.67535,10.077,4.031,1.008,1.008,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,5,6.33,12.33,0,20.154,0.992,3.91,x,0.88,5.55,23.76,1,3.58,16.74
42648.67536,10.076,2.015,4.03,2.015,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6,7.67,9.67,0,21.16,0.992,3.92,x,1.18,4.95,7.05,1,3.58,16.75
42648.67537,8.062,4.031,4.031,3.023,2.016,0,1.008,2.016,0,0,0,0,0,0,0,0,7,7.33,0,10,24.187,0.992,3.89,x,1.42,8.55,24.21,1,3.61,16.83
42648.67538,13.1,3.023,4.031,2.015,0,2.015,0,0,0,0,1.008,0,0,0,0,0,7,7.67,9,0,25.192,0.992,3.87,x,1.25,4.19,59.95,1,3.61,17.01
42648.67539,7.054,1.008,4.031,4.031,0,0,1.008,2.015,0,0,0,0,0,0,0,0,6.33,7.33,0,10.67,19.145,0.992,3.87,x,1.14,7.51,23.13,1,3.61,17.05
42648.6754,4.031,4.031,3.023,1.008,1.008,0,0,0,0,0,1.008,0,0,0,0,0,6,7,0,0,14.11,0.992,3.89,x,0.83,2.11,57.15,1,3.6,17.17
42648.67542,3.023,4.031,7.054,2.015,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,6.67,8.33,0,19.145,0.992,3.88,x,1.45,5.48,7.61,1,3.6,17.17
42648.67543,9.069,6.046,5.038,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,6,9.33,0,0,25.191,0.992,3.9,x,1.59,3.68,3.85,1,3.59,17.11
42648.67544,6.046,1.008,5.038,3.023,0,0,2.015,0,1.008,0,0,0,0,0,0,0,7,7.33,0,0,18.138,0.992,3.89,x,1.11,6.71,26.45,1,3.6,17.19
42648.67545,10.084,4.034,5.042,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,0,9,0,21.177,0.992,3.92,x,1.03,3.93,5.96,1,3.6,17.16
42648.67546,9.066,2.015,5.037,1.007,0,0,1.007,1.007,2.015,0,0,0,0,0,0,0,5,9.67,0,9.67,21.155,0.993,3.94,x,0.94,7.46,47.99,1,3.61,17.31
42648.67547,5.037,4.03,4.03,1.007,0,0,1.007,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,15.111,0.993,3.94,x,0.86,2.99,4.72,1,3.61,17.32
42648.67549,10.078,6.047,6.047,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6,6.33,0,0,23.179,0.992,3.95,x,1.22,1.91,1.93,1,3.6,17.31
42648.6755,10.076,4.03,4.03,1.008,1.008,1.008,4.03,1.008,0,0,0,0,0,0,0,0,7.67,7.67,7.67,9.67,26.197,0.992,3.9,x,1.29,11.44,25.62,1,3.63,17.39
42648.67551,9.069,1.008,4.031,0,1.008,2.015,0,1.008,0,1.008,0,0,0,0,0,0,6.33,0,8.33,11,19.146,0.992,3.9,x,0.93,6.04,45.96,1,3.64,17.53
42648.67552,10.073,4.029,5.037,5.037,1.007,1.007,1.007,0,0,0,0,0,0,0,0,1.007,5.33,9.33,7.67,0,28.206,0.993,3.94,x,1.74,6.27,80.55,1,3.65,17.76
42648.67553,6.044,2.015,1.007,0,2.015,1.007,0,1.007,0,0,0,1.007,0,0,0,0,7,0,7,9,14.104,0.993,3.92,x,0.66,4.49,88.76,1,3.65,18.01
42648.67554,3.022,2.015,6.045,0,0,0,1.007,0,1.007,0,0,0,0,0,0,0,5.67,0,0,0,13.097,0.993,3.93,x,0.79,4.11,21.87,1,3.66,18.08
42648.67556,10.075,7.053,4.03,2.015,1.008,0,0,3.023,0,0,0,0,0,0,0,0,6,6.67,0,12,27.203,0.993,3.95,x,1.34,7.81,28.22,1,3.67,18.05
42648.67557,8.064,2.016,3.024,1.008,0,0,0,1.008,0,0,0,0,0,1.008,0,0,6.67,7.67,0,9,16.128,0.992,3.94,x,0.69,2.89,101.25,1,3.67,18.37
42648.67558,11.084,2.015,5.038,2.015,1.008,2.015,0,2.015,0,0,0,0,0,0,0,0,7,8,7.67,10.33,25.19,0.992,3.93,x,1.37,7.99,22.28,1,3.69,18.44
42648.67559,4.031,3.023,4.031,1.008,2.015,1.008,0,0,0,0,1.008,0,0,0,0,0,7.33,7,7.67,0,16.122,0.992,3.9,x,1.08,3.83,59.07,1,3.69,18.62
42648.6756,10.078,1.008,1.008,0,1.008,1.008,0,0,1.008,0,0,0,0,0,0,1.008,4.33,0,9,0,16.125,0.992,3.92,x,0.56,3.37,92.35,1,3.69,18.86
42648.67562,3.023,4.031,4.031,0,2.015,0,1.008,0,0,0,0,0,0,0,0,0,5.33,0,0,0,14.108,0.992,3.96,x,0.92,3.79,5.63,1,3.68,18.85
42648.67563,14.109,3.023,1.008,0,1.008,1.008,0,0,0,0,1.008,1.008,0,0,0,0,6.67,0,15,0,22.172,0.992,3.94,x,0.75,2.65,133.87,1,3.68,19.29
42648.67564,7.053,1.008,0,2.015,0,1.008,1.008,2.015,0,2.015,0,0,0,0,0,0,6.33,8.33,7.67,12,16.12,0.993,3.94,x,0.58,8.46,88.16,1,3.7,19.55
42648.67565,13.101,4.031,1.008,0,0,4.031,4.031,2.015,1.008,0,0,0,0,0,0,0,6.33,0,9,11,29.224,0.992,3.94,x,1.09,16,53.62,0.99,3.72,19.69
42648.67566,7.054,6.046,2.015,0,1.008,0,1.008,1.008,0,0,1.008,0,1.008,0,0,0,6.67,0,0,11.67,20.153,0.992,3.92,x,0.82,5.19,159.71,0.99,3.73,20.2
42648.67567,3.023,3.023,5.039,2.015,2.015,0,1.008,0,0,0,0,0,0,0,0,0,6,8,0,0,16.123,0.992,3.92,x,1.22,4.62,6.5,0.99,3.73,19.92
42648.67569,4.031,7.054,3.023,1.008,0,0,0,0,0,0,1.008,0,0,0,0,0,6.33,7,0,0,16.122,0.992,3.92,x,0.87,1.67,56.17,0.99,3.72,20.07
42648.6757,7.054,2.015,1.008,2.015,1.008,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,6.33,7,9,14.33,17.132,0.992,3.92,x,0.84,7.46,32.48,0.99,3.74,20.17
42648.67571,9.069,3.023,1.008,2.015,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,6.67,7.33,7.67,13.67,18.139,0.992,3.91,x,0.9,4.63,11.85,0.99,3.73,20.16
42648.67572,6.046,1.008,1.008,3.023,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,6.33,8,8,0,15.115,0.992,3.91,x,0.97,5.68,8.09,0.99,3.74,20.18
42648.67573,8.061,8.061,4.031,0,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,0,7.67,10.33,22.169,0.992,3.91,x,1.08,4.1,11.24,0.99,3.73,20.14
42648.67574,10.079,4.032,4.032,0,0,0,0,1.008,0,0,0,0,0,0,0,0,6,0,0,9.67,19.15,0.992,3.92,x,0.82,2.88,9.71,0.99,3.72,20.15
42648.67576,4.03,14.106,2.015,0,1.008,0,1.008,1.008,1.008,0,0,0,0,0,0,0,6,0,0,9,24.182,0.992,3.95,x,1.17,6.54,31.03,0.98,3.71,20.19
42648.67577,8.062,2.015,3.023,1.008,0,0,0,1.008,0,0,0,0,0,1.008,0,0,5.33,7,0,10.33,16.124,0.992,3.97,x,0.68,2.87,100.46,0.98,3.7,20.51
42648.67578,16.119,4.03,5.037,2.015,3.022,0,1.007,0,0,1.007,0,0,0,0,0,0,6.33,7.33,0,0,32.239,0.993,3.97,x,1.64,6.22,39.98,0.98,3.71,20.6
42648.67579,12.092,5.038,2.015,2.015,1.008,3.023,2.015,0,1.008,1.008,0,0,0,0,0,0,8,7,9.33,0,29.221,0.992,3.88,x,1.42,10.63,63.87,0.98,3.73,20.8
42648.6758,8.061,3.023,2.015,1.008,2.015,2.015,0,0,0,0,0,0,0,0,0,0,6.67,8.33,8,0,18.136,0.992,3.87,x,1.06,4.31,5.03,0.98,3.73,20.8
42648.67581,7.053,1.008,5.038,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,8,0,0,17.129,0.992,3.87,x,1.17,2.99,3.15,0.98,3.73,20.47
42648.67583,13.099,7.053,3.023,0,0,0,0,1.008,0,0,0,0,0,0,0,0,6.67,0,0,10.33,24.183,0.992,3.85,x,0.96,3.01,9.96,0.98,3.73,20.49
42648.67584,7.054,6.047,2.016,3.023,2.016,0,2.016,1.008,0,0,0,0,0,0,0,0,6.33,7,0,13.67,23.179,0.992,3.86,x,1.36,8.28,18.89,0.98,3.74,20.51
42648.67585,10.075,4.03,2.015,1.007,1.007,0,0,3.022,0,0,0,0,0,0,0,0,6.33,7.67,0,11,21.157,0.993,3.86,x,0.89,7.12,27.98,0.98,3.76,20.6
42648.67586,8.061,4.031,8.061,3.023,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,6,9.33,7.67,0,27.207,0.992,3.88,x,1.78,7.44,25.87,0.99,3.75,20.6
42648.67587,8.06,5.037,3.022,1.007,1.007,0,2.015,1.007,1.007,0,0,0,0,0,0,0,7.33,7,0,9.67,22.165,0.993,3.83,x,1.07,8.46,35.53,0.99,3.75,20.66
42648.67589,10.074,4.03,2.015,3.022,0,0,1.007,0,1.007,0,0,0,0,0,0,0,6.33,7.33,0,0,21.156,0.993,3.83,x,1.04,4.91,23.16,0.98,3.75,20.73
42648.6759,8.062,2.016,3.023,3.023,2.016,0,2.016,0,0,0,0,0,0,0,0,0,6.67,8.67,0,0,20.156,0.992,3.83,x,1.26,6.48,10.19,0.98,3.75,20.7
42648.67591,10.076,2.015,5.038,3.023,1.008,0,3.023,1.008,1.008,0,0,0,0,0,0,0,6.33,7.67,0,12.33,26.198,0.992,3.83,x,1.43,11.05,39.9,0.98,3.77,20.65
42648.67592,5.038,7.053,4.03,4.03,1.008,1.008,1.008,0,0,1.008,1.008,0,0,0,0,0,7.67,8.67,8.33,0,25.188,0.993,3.76,x,1.66,7.18,99.88,0.98,3.77,20.88
42648.67593,14.108,5.039,3.023,2.015,0,2.015,0,1.008,0,0,0,0,0,0,0,1.008,6,7,8,11,28.217,0.992,3.78,x,1.32,5.78,88.59,0.98,3.77,20.89
42648.67594,12.091,2.015,3.023,1.008,1.008,1.008,1.008,0,1.008,0,0,0,0,0,1.008,0,7,7,8.33,0,23.175,0.992,3.77,x,1.05,6.02,111.78,0.98,3.77,20.88
42648.67596,9.069,5.038,4.031,3.023,0,0,1.008,0,0,1.008,1.008,0,0,0,0,0,6,7.33,0,0,24.185,0.992,3.8,x,1.28,5.04,96.4,0.98,3.77,20.9
42648.67597,9.07,2.015,6.046,0,2.015,1.008,0,0,0,2.015,0,0,0,0,0,0,5.33,0,8.33,0,22.17,0.992,3.82,x,1.23,5.09,71.69,0.99,3.77,21.08
42648.67598,7.053,3.023,3.023,2.015,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6.67,7,8.33,9.67,19.145,0.992,3.81,x,1.12,6.72,15.9,0.98,3.78,21.07
42648.67599,9.071,3.024,2.016,2.016,0,0,2.016,1.008,1.008,0,0,0,2.016,0,0,0,6,7,0,13,22.175,0.992,3.83,x,0.89,8.01,222.02,0.98,3.79,21.77
42648.676,12.091,4.03,3.023,1.008,0,0,0,0,0,0,1.008,0,0,0,0,0,5.33,7,0,0,21.16,0.992,3.87,x,0.89,1.68,56.91,0.98,3.76,21.56
42648.67601,13.097,3.022,2.015,5.037,0,1.007,1.007,0,0,0,0,0,0,0,0,0,6.67,8,7.67,0,25.187,0.993,3.86,x,1.37,5.28,7.39,0.98,3.76,21.54
42648.67603,9.069,2.015,5.038,2.015,0,2.015,0,0,0,0,0,0,0,0,0,0,6,7,8,0,20.153,0.992,3.87,x,1.21,3.91,4.52,0.98,3.76,21.52
42648.67604,13.1,3.023,2.015,0,0,1.008,2.015,1.008,0,0,0,0,0,0,0,0,6.67,0,7.67,13,22.169,0.992,3.86,x,0.81,6.93,17.66,0.98,3.78,21.57
42648.67605,7.054,3.023,5.038,2.015,1.008,1.008,0,1.008,0,0,1.008,0,0,0,0,0,5.67,11,8.33,11.67,21.161,0.992,3.88,x,1.26,5.59,67.92,0.98,3.79,21.79
42648.67606,8.062,3.023,2.016,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,4.67,7,7.67,0,16.124,0.992,3.93,x,0.76,3.67,5.69,0.98,3.79,21.79
42648.67607,10.077,0,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14.107,0.992,3.93,x,0.66,1.69,1.78,0.98,3.79,21.79
42648.67608,11.085,8.062,5.038,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6,8.33,9.67,0,30.231,0.992,3.95,x,1.73,5.82,7.92,0.99,3.8,21.8
42648.6761,3.023,6.046,3.023,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,6.67,0,0,15.116,0.992,3.95,x,1.02,2.23,2.32,0.99,3.8,21.8
42648.67611,7.054,2.016,3.023,1.008,0,1.008,1.008,0,0,0,0,0,0,1.008,0,0,9,10.33,8.33,0,16.125,0.992,3.89,x,0.79,3.8,98.63,0.98,3.79,22.08
42648.67612,7.053,1.008,4.03,2.015,0,1.008,0,0,1.008,0,0,0,0,0,0,0,6.33,8.67,8.33,0,16.122,0.992,3.89,x,0.93,3.92,20.46,0.98,3.79,22.12
42648.67613,11.083,1.008,4.03,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,5.67,9,0,10.33,19.143,0.993,3.9,x,0.92,3.69,10.63,0.98,3.79,22.15
42648.67614,13.098,3.023,2.015,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8.33,7.67,0,20.151,0.993,3.89,x,0.84,2.17,2.47,0.98,3.79,22.14
42648.67616,11.084,4.031,3.023,4.031,0,0,0,0,0,0,0,0,0,0,0,0,5.67,7.67,0,0,22.169,0.992,3.91,x,1.22,2.4,2.45,0.99,3.79,22.13
42648.67617,5.038,2.015,3.023,1.008,3.023,0,0,1.008,0,0,0,0,0,0,0,0,7.33,7,0,10.33,15.115,0.992,3.89,x,0.99,4.68,11.76,0.98,3.79,21.85
42648.67618,4.031,4.031,1.008,1.008,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,7,7.67,8.33,0,15.114,0.992,3.87,x,1,5.38,7.63,0.98,3.8,21.87
42648.67619,9.07,7.054,2.016,0,1.008,1.008,3.023,1.008,0,0,0,0,0,0,0,0,6.67,0,8.33,11,24.187,0.992,3.85,x,1.09,9.4,21.98,0.98,3.82,21.93
42648.6762,5.039,5.039,6.046,2.015,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,7,10.33,0,21.162,0.992,3.88,x,1.45,5.41,7.54,0.98,3.81,21.84
42648.67621,8.06,4.03,4.03,3.022,0,1.007,0,0,0,0,0,0,0,0,0,1.007,7,8.33,11,0,21.157,0.993,3.86,x,1.24,3.19,77.12,0.98,3.81,21.75
42648.67623,14.11,8.063,1.008,1.008,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6.33,7,7.67,11,27.213,0.992,3.86,x,1.08,5.8,14.78,0.98,3.82,21.79
42648.67624,5.041,2.016,4.033,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,7,9.67,8.33,0,15.124,0.992,3.85,x,0.98,4.57,6.7,0.98,3.81,21.77
42648.67625,9.066,2.015,5.037,1.007,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,7,7.67,8.33,0,20.147,0.993,3.84,x,1.16,4.84,6.97,0.98,3.81,21.66
42648.67626,8.061,3.023,3.023,1.008,0,0,0,1.008,0,0,0,0,0,0,0,0,6.33,7,0,10.33,16.123,0.992,3.84,x,0.76,3.02,10,0.98,3.81,21.69
42648.67627,7.054,5.039,8.062,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,22.17,0.992,3.86,x,1.45,2.78,2.86,0.98,3.81,21.68
42648.67628,11.082,4.03,7.052,4.03,0,0,0,0,0,0,0,0,0,0,0,0,7,7.33,0,0,26.194,0.993,3.84,x,1.64,3.11,3.17,0.98,3.8,21.65
42648.6763,6.045,5.038,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.67,10,0,0,14.105,0.993,3.87,x,0.74,1.33,1.35,0.98,3.79,21.64
42648.67631,8.062,8.062,4.031,1.008,0,0,1.008,1.008,0,0,0,0,0,0,0,0,6,7.67,0,9.67,23.179,0.992,3.9,x,1.15,5.1,13.71,0.98,3.8,21.68
42648.67632,4.03,4.03,7.053,0,0,2.015,1.008,1.008,0,0,0,0,0,0,0,0,6,0,8.67,9.67,19.143,0.993,3.91,x,1.2,6.9,16.04,0.98,3.82,21.73
42648.67633,3.023,3.023,4.031,1.008,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6,7.67,8.33,9.67,15.115,0.992,3.92,x,0.98,6.26,15.17,0.98,3.82,21.76
42648.67634,4.031,5.038,2.015,3.023,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,6.33,6.33,0,9,17.13,0.992,3.92,x,1.07,5.78,14.44,0.98,3.84,21.8
42648.67635,10.078,3.023,0,4.031,1.008,0,2.016,0,0,0,0,1.008,0,0,0,0,6.67,7.67,0,0,21.164,0.992,3.91,x,1.04,5.81,86.71,0.98,3.84,22.05
42648.67637,7.054,2.015,5.038,1.008,3.023,2.015,0,1.008,0,0,0,0,0,0,0,0,7.67,7.67,8,11,21.161,0.992,3.88,x,1.4,7.1,14.78,0.98,3.85,22.09
42648.67638,8.062,2.016,1.008,0,1.008,0,0,0,1.008,0,0,0,0,0,0,0,7.33,0,0,0,13.101,0.992,3.86,x,0.49,2.41,18.81,0.98,3.84,22.13
42648.67639,7.054,4.031,5.038,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7,6.33,9,0,19.146,0.992,3.84,x,1.11,4.3,6.38,0.98,3.85,21.83
42648.6764,12.094,4.031,4.031,3.023,2.016,0,1.008,0,0,0,0,0,0,0,0,0,6,7,0,0,26.203,0.992,3.86,x,1.51,5.16,7.08,0.98,3.85,21.81
42648.67641,12.093,5.039,5.039,3.023,1.008,0,0,0,0,1.008,0,0,0,0,0,0,7,7.67,0,0,27.209,0.992,3.83,x,1.51,3.87,36.99,0.98,3.85,21.92
42648.67643,9.07,4.031,3.023,2.016,0,0,0,0,0,0,0,0,0,0,0,0,5.33,8,0,0,18.14,0.992,3.87,x,0.94,1.66,1.69,0.98,3.85,21.65
42648.67644,6.047,4.031,3.023,1.008,1.008,1.008,1.008,2.016,0,0,1.008,0,0,0,0,0,7.33,7,9.67,11.67,20.156,0.992,3.83,x,1.03,8.47,80.3,0.98,3.86,21.9
42648.67645,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5.038,0.992,3.85,x,0.22,0.3,0.3,0.98,3.86,21.89
42648.67646,9.069,1.008,2.015,2.015,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,7.33,8.33,9,17.131,0.992,3.85,x,0.9,4.74,12.08,0.98,3.85,21.8
42648.67647,10.077,3.023,2.015,2.015,1.008,3.023,2.015,1.008,0,0,0,0,0,0,0,0,6,7.67,8,13.67,24.184,0.992,3.86,x,1.28,10.24,21.64,0.98,3.87,21.86
42648.67648,2.016,6.047,3.023,1.008,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,6.33,7,9,0,15.117,0.992,3.86,x,0.99,4.25,20.95,0.97,3.86,21.89
42648.6765,6.047,4.031,4.031,0,0,0,0,0,0,1.008,0,0,0,0,0,0,4.67,0,0,0,15.116,0.992,3.93,x,0.72,1.75,33.92,0.97,3.86,22
42648.67651,10.079,5.04,3.024,0,1.008,0,0,1.008,0,0,0,0,0,1.008,0,0,6.67,0,0,9.67,21.166,0.992,3.91,x,0.89,3.4,102.62,0.97,3.86,22.33
42648.67652,14.109,4.031,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,21.163,0.992,3.91,x,0.81,1.49,1.55,0.97,3.86,22.31
42648.67653,10.077,3.023,2.015,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6,9.67,8.33,0,17.131,0.992,3.92,x,0.77,2.09,2.39,0.97,3.86,22.32
42648.67654,6.045,7.052,3.022,3.022,0,0,0,0,0,0,0,0,0,0,0,0,7.67,7.67,0,0,19.142,0.993,3.83,x,1.18,2.17,2.21,0.97,3.85,22.04
42648.67655,8.061,8.061,1.008,1.008,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,6.67,7.67,8.33,0,22.169,0.992,3.82,x,1.11,6.24,10.16,0.97,3.86,22.07
42648.67657,7.054,6.046,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,0,9.67,0,17.132,0.992,3.86,x,0.86,2.06,2.35,0.97,3.86,22.06
42648.67658,8.058,5.036,1.007,4.029,0,1.007,0,0,0,0,0,0,0,0,0,0,5.67,7.67,8.33,0,19.138,0.993,3.89,x,1.11,3.09,3.43,0.97,3.85,22.04
42648.67659,7.054,6.046,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,7,10.33,0,0,18.139,0.992,3.86,x,1.01,2.01,2.09,0.97,3.83,22
42648.6766,7.053,3.023,5.038,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6,6.67,8.33,0,18.135,0.993,3.87,x,1.13,2.91,3.23,0.97,3.83,21.99
42648.67661,8.059,5.037,1.007,1.007,2.015,0,0,2.015,0,0,0,0,0,0,0,0,6.33,10.33,0,11.33,19.141,0.993,3.87,x,0.91,5.79,19.76,0.97,3.84,22.04
42648.67662,6.046,6.046,5.038,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6,7.67,0,0,22.168,0.992,3.89,x,1.45,4.66,6.51,0.97,3.85,21.87
42648.67664,12.094,2.016,2.016,2.016,3.024,2.016,0,0,0,0,0,0,0,0,0,0,6,7.67,9.33,0,23.18,0.992,3.9,x,1.32,5.28,6.07,0.97,3.85,21.88
42648.67665,7.052,8.06,4.03,1.007,0,2.015,0,0,0,0,0,0,0,0,0,0,6,9,9,0,22.164,0.993,3.92,x,1.25,3.67,4.26,0.97,3.86,21.88
42648.67666,6.046,3.023,1.008,1.008,0,0,1.008,0,0,1.008,0,0,0,0,0,0,4.67,7,0,0,13.1,0.992,3.97,x,0.53,3.15,36.7,0.97,3.86,21.97
42648.67667,8.063,5.039,3.024,1.008,3.024,0,1.008,1.008,0,0,0,0,0,0,0,0,7,7,0,9.67,22.173,0.992,3.93,x,1.23,6.52,15.25,0.97,3.87,21.98
42648.67668,7.055,3.023,3.023,2.016,1.008,0,2.016,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,18.141,0.992,3.92,x,1.03,5.41,8.96,0.97,3.88,22.01
42648.67669,11.084,3.023,8.061,0,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,0,7.67,11,24.184,0.992,3.92,x,1.26,4.5,11.62,0.98,3.89,22.03
42648.67671,6.046,3.023,6.046,0,0,1.008,0,0,1.008,0,0,0,0,0,0,0,6,0,9,0,17.132,0.992,3.93,x,0.95,3.61,19.97,0.98,3.87,22.06
42648.67672,7.054,7.054,2.015,1.008,0,0,0,0,1.008,0,0,0,0,0,0,0,6.33,11,0,0,18.139,0.992,3.92,x,0.83,2.58,18.67,0.98,3.87,22.06
42648.67673,6.046,3.023,3.023,1.008,2.015,0,0,0,1.008,0,0,0,0,0,0,0,5.33,11.67,0,0,16.122,0.992,3.95,x,0.92,3.66,19.76,0.98,3.87,22.09
42648.67674,7.052,4.03,5.037,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,16.118,0.993,3.98,x,0.83,1.2,1.21,0.98,3.87,22.08
42648.67675,7.055,2.016,4.031,4.031,0,2.016,0,0,0,1.008,0,0,0,0,0,0,6.67,7.67,8.67,0,20.156,0.992,3.97,x,1.28,5.02,37.5,0.98,3.88,22.2
42648.67677,12.091,8.061,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,0,6,0,8.33,0,24.183,0.992,3.98,x,1.04,2.22,2.5,0.98,3.88,22.2
42648.67678,6.047,3.023,3.023,3.023,1.008,2.016,2.016,0,1.008,0,0,0,0,0,0,0,6,7,8.67,0,21.163,0.992,3.99,x,1.28,8.91,28.79,0.98,3.9,22.28
42648.67679,8.064,5.04,3.024,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16.127,0.992,3.95,x,0.72,0.97,0.97,0.98,3.9,22.28
