OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42648.67843,8.059,1.007,2.015,2.015,1.007,2.015,1.007,0,0,0,0,0,0,0,0,0,5,8,8.67,0,17.125,0.993,3.9,x,0.99,5.55,7.95,1.02,4.78,32.67
42648.67844,4.031,8.063,5.039,2.016,0,0,1.008,0,0,0,0,0,0,0,0,0,6.67,7,0,0,20.157,0.992,3.88,x,1.29,3.79,5.57,1.03,4.78,32.27
42648.67846,6.046,1.008,2.015,1.008,0,1.008,0,2.015,0,0,0,0,0,0,0,0,6.33,11,13.67,9.67,13.1,0.992,3.88,x,0.6,5.44,19.56,1.02,4.78,32.31
42648.67847,6.047,4.032,7.055,1.008,2.016,0,2.016,1.008,0,0,0,0,0,0,0,0,6,6.33,0,13.67,23.182,0.992,3.89,x,1.46,8.18,18.69,1.02,4.78,31.94
42648.67848,7.055,2.016,2.016,4.031,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,6,7.67,0,9.67,18.141,0.992,3.9,x,1.1,6.05,14.77,1.02,4.78,31.6
42648.67849,13.1,1.008,7.054,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,22.169,0.992,3.9,x,1.13,1.85,1.87,1.02,4.77,31.55
42648.6785,7.055,11.086,3.023,0,0,1.008,2.016,1.008,0,0,0,0,0,0,0,0,6.33,0,8.33,10.33,25.195,0.992,3.9,x,1.2,7.39,18.01,1.02,4.76,31.49
42648.67851,8.06,7.053,2.015,3.023,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6,6.67,7.67,9,23.174,0.993,3.92,x,1.23,6.39,15.26,1.02,4.76,31.52
42648.67853,7.054,6.046,8.061,3.023,1.008,0,1.008,0,0,2.015,0,0,0,0,0,0,5.67,7.33,0,0,28.214,0.992,3.96,x,1.74,6.52,72.18,1.02,4.77,31.75
42648.67854,6.064,1.011,2.021,1.011,0,0,0,1.011,1.011,0,0,0,0,0,0,0,5.67,7,0,10.33,12.128,0.989,3.96,x,0.5,3.91,26.65,1.02,4.77,31.82
42648.67855,7.054,5.038,7.054,0,2.015,1.008,2.015,1.008,0,0,0,0,0,0,0,0,6.67,0,7,9.67,25.192,0.992,3.94,x,1.48,8.8,19.44,1.02,4.79,31.86
42648.67856,5.039,7.055,5.039,3.024,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,6,7,9,11.67,23.18,0.992,3.96,x,1.52,5.73,12.88,1.03,4.79,31.85
42648.67857,11.083,7.053,3.023,1.008,2.015,1.008,1.008,0,0,1.008,0,0,0,0,0,0,6,6.33,9,0,27.205,0.992,3.97,x,1.35,6.01,39.92,1.03,4.8,31.96
42648.67858,9.07,6.047,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,19.147,0.992,3.97,x,0.9,1.65,1.71,1.03,4.79,31.95
42648.6786,5.04,2.016,4.032,0,2.016,0,0,0,0,1.008,0,0,0,0,0,0,6,0,0,0,14.111,0.992,3.97,x,0.82,2.79,34.74,1.02,4.78,32.02
42648.67861,6.046,2.015,6.046,2.015,0,1.008,1.008,0,1.008,1.008,0,0,0,0,0,0,6,7.33,8.33,0,20.154,0.992,3.98,x,1.17,6.53,56.19,1.03,4.79,31.88
42648.67862,9.067,2.015,4.03,3.022,0,0,0,1.007,0,0,0,0,0,0,0,0,5.33,7.33,0,10.33,19.142,0.993,3.99,x,1.03,3.72,10.46,1.03,4.79,31.87
42648.67863,9.069,4.031,10.077,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,24.184,0.992,3.97,x,1.47,2.66,2.73,1.03,4.77,31.66
42648.67864,11.084,3.023,3.023,1.008,2.015,0,0,1.008,0,0,1.008,0,0,0,0,0,5.33,7.67,0,12.33,22.168,0.992,4,x,1.02,4.44,64.66,1.03,4.77,31.51
42648.67865,4.031,8.061,4.031,2.015,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,6.33,7,9,0,22.169,0.992,3.99,x,1.39,6.72,10.48,1.03,4.78,31.51
42648.67867,11.083,3.023,3.023,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,20.15,0.993,4,x,1.01,2.43,2.57,1.03,4.77,31.18
42648.67868,6.046,1.008,3.023,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,3.67,6.67,0,0,13.099,0.992,4.03,x,0.73,2.94,4.65,1.03,4.76,31.18
42648.67869,9.069,3.023,2.015,4.031,0,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,7.33,9,9,20.154,0.992,4.05,x,1.09,4.73,11.67,1.03,4.76,31.17
42648.6787,8.062,1.008,6.047,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7.67,6.33,9.67,0,19.148,0.992,4.03,x,1.21,3.44,3.81,1.03,4.76,30.98
42648.67871,11.087,3.024,2.016,3.024,0,0,0,0,0,0,0,0,0,0,0,0,7,9.33,0,0,19.15,0.992,4,x,0.93,1.77,1.81,1.03,4.73,30.89
42648.67873,6.046,3.023,4.031,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6,8.33,0,0,15.114,0.992,4.01,x,0.89,1.89,1.97,1.03,4.73,30.88
42648.67874,10.077,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,9,7.67,0,0,15.115,0.992,3.98,x,0.68,1.54,1.62,1.03,4.72,30.87
42648.67875,4.031,4.031,3.023,0,0,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,7,0,9,9,15.115,0.992,3.94,x,0.72,6.49,31.27,1.03,4.73,30.85
42648.67876,4.029,6.043,4.029,1.007,2.014,2.014,0,2.014,1.007,0,0,0,0,0,0,0,7,6.33,8,10,22.159,0.993,3.9,x,1.34,9.55,40.14,1.03,4.75,30.95
42648.67877,5.039,1.008,5.039,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,5,0,9,0,13.1,0.992,3.92,x,0.77,3.64,5.66,1.03,4.75,30.93
42648.67878,7.052,4.03,3.022,1.007,1.007,2.015,1.007,1.007,0,0,1.007,0,0,0,0,0,6.33,9.67,8.33,11,21.156,0.993,3.91,x,1.11,7.56,71.34,1.03,4.76,30.89
42648.6788,8.06,7.053,5.038,0,1.008,3.023,2.015,0,0,1.008,0,0,0,0,0,0,5.67,0,8.33,0,27.203,0.993,3.96,x,1.46,8.96,45.23,1.03,4.78,31.03
42648.67881,6.046,2.015,2.015,3.023,3.023,0,0,0,0,0,0,0,0,0,0,0,7,7.33,0,0,16.123,0.992,3.94,x,1.13,3.44,3.67,1.03,4.79,31.04
42648.67882,9.071,5.039,3.024,0,0,2.016,3.024,0,1.008,0,0,1.008,0,0,0,0,5.67,0,8.33,0,24.188,0.992,3.97,x,1.02,9.22,106.94,1.03,4.82,31.08
42648.67883,3.024,2.016,1.008,0,0,0,0,1.008,0,0,0,0,0,0,0,0,6.67,0,0,9.67,7.056,0.992,3.96,x,0.27,2.09,8.85,1.03,4.81,31.09
42648.67884,6.046,0,3.023,2.015,1.008,0,1.008,0,0,0,2.015,0,0,0,0,0,0,8,0,0,15.116,0.992,3.96,x,0.8,4.13,113.83,1.03,4.8,31.43
42648.67885,5.037,7.051,5.037,3.022,0,1.007,1.007,0,0,0,0,0,0,0,0,0,6.33,7,7.67,0,22.161,0.993,3.95,x,1.44,5.02,7.06,1.03,4.79,31.4
42648.67887,10.077,4.031,4.031,1.008,0,0,0,1.008,0,0,0,0,0,0,0,0,6.67,7.67,0,11.67,20.155,0.992,3.94,x,0.93,3.21,10.03,1.03,4.78,31.35
42648.67888,11.084,4.031,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,5.33,7,0,0,19.146,0.992,3.97,x,0.86,1.75,1.83,1.03,4.77,31.34
42648.67889,6.049,2.016,3.024,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,0,8,7.33,8.33,0,16.13,0.992,3.94,x,1.08,3.41,3.79,1.03,4.76,31.27
42648.6789,5.038,4.03,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,6.33,9.67,0,14.107,0.992,3.92,x,0.82,2.21,2.51,1.03,4.75,31.08
42648.67891,5.039,8.062,1.008,1.008,0,1.008,0,2.016,0,0,0,0,0,0,0,0,7,8.33,7,10.67,18.14,0.992,3.87,x,0.86,5.71,19.84,1.03,4.74,31.07
42648.67892,3.023,5.038,3.023,4.03,0,2.015,0,0,0,0,0,0,0,0,0,0,6.33,7,9.33,0,17.128,0.993,3.87,x,1.29,4.35,4.98,1.03,4.75,30.89
42648.67894,5.039,4.031,3.023,1.008,2.016,0,1.008,0,0,0,0,1.008,0,0,0,0,6.67,7,0,0,17.133,0.992,3.86,x,1.01,4.22,84.41,1.03,4.75,31.15
42648.67895,9.068,4.03,3.023,0,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,18.136,0.993,3.86,x,0.94,2.18,2.31,1.02,4.74,31.14
42648.67896,7.055,3.023,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,13.101,0.992,3.89,x,0.62,1.28,1.35,1.02,4.72,31.06
42648.67897,9.069,7.054,4.031,2.015,1.008,1.008,0,0,0,0,0,0,1.008,0,0,0,6.67,7,7.67,0,25.191,0.992,3.87,x,1.41,3.68,96.43,1.02,4.72,31.36
42648.67898,5.039,5.039,5.039,2.016,0,0,3.024,0,1.008,1.008,0,1.008,0,0,0,0,6.33,7.67,0,0,23.18,0.992,3.87,x,1.22,9.1,141.31,1.02,4.73,31.67
42648.679,9.068,2.015,3.023,0,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,16.121,0.992,3.87,x,0.83,2.05,2.18,1.02,4.73,31.66
42648.67901,8.061,3.023,3.023,3.023,0,0,1.008,1.008,0,0,0,0,0,0,0,0,7,7.33,0,13,19.146,0.992,3.86,x,1.04,5.39,14.12,1.02,4.74,31.7
42648.67902,10.077,2.015,3.023,2.015,1.008,1.008,0,0,0,1.008,0,0,0,0,0,1.008,5,6.67,8.33,0,21.161,0.992,3.88,x,1.06,3.91,109.97,1.02,4.71,31.98
42648.67903,6.047,3.023,0,6.047,2.016,0,0,1.008,0,0,0,0,0,0,0,0,7,7.33,0,11,18.14,0.992,3.86,x,1.27,5.48,12.61,1.02,4.71,31.87
42648.67904,6.046,3.023,2.015,1.008,0,0,1.008,1.008,0,0,0,1.008,0,0,0,0,7.33,7,0,10.33,15.115,0.992,3.84,x,0.66,4.58,92.09,1.02,4.7,31.91
42648.67905,10.078,2.016,4.031,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,5,8.33,0,0,20.156,0.992,3.87,x,1.11,4,5.85,1.02,4.7,31.64
42648.67907,9.07,1.008,3.023,1.008,0,0,0,0,0,1.008,0,0,0,0,0,0,5.67,7,0,0,15.117,0.992,3.87,x,0.66,1.84,34.5,1.02,4.7,31.68
42648.67908,6.047,5.039,4.031,2.016,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,6,7,13,0,21.163,0.992,3.89,x,1.31,6.74,10.6,1.02,4.69,31.62
42648.67909,7.056,1.008,6.048,2.016,0,2.016,0,0,0,0,0,0,0,0,0,0,6.33,9.67,9.67,0,18.143,0.992,3.89,x,1.21,3.95,4.55,1.02,4.7,31.3
42648.6791,11.084,2.015,4.031,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,0,8.33,0,20.153,0.992,3.89,x,0.97,4.3,6.39,1.02,4.68,31.24
42648.67911,10.074,4.03,2.015,0,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,6,0,9,0,19.14,0.993,3.9,x,0.86,4.06,6.14,1.02,4.68,31.07
42648.67912,5.038,4.03,3.023,2.015,1.008,2.015,2.015,1.008,1.008,0,0,0,0,0,0,0,6,7,8,9.67,21.158,0.993,3.92,x,1.23,10.52,37.58,1.02,4.71,30.88
42648.67914,7.053,4.03,2.015,1.008,0,1.008,0,0,0,2.015,0,0,0,0,0,0,6.33,7,8.33,0,17.128,0.993,3.91,x,0.76,3.53,68.39,1.02,4.71,31.09
42648.67915,13.093,3.022,5.036,2.014,1.007,3.022,0,0,1.007,0,0,0,0,0,0,0,6,7.33,7.33,0,28.201,0.993,3.92,x,1.54,6.92,23.94,1.02,4.72,30.73
42648.67916,4.03,2.015,1.008,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,0,5.33,8.33,10.33,0,11.083,0.993,3.94,x,0.72,2.93,3.35,1.03,4.7,30.44
42648.67917,8.061,6.046,6.046,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,8.33,9,0,24.184,0.992,3.94,x,1.42,5.11,7.19,1.03,4.67,30.29
42648.67918,5.039,1.008,1.008,1.008,0,3.023,1.008,0,0,0,0,0,0,0,0,0,7,9.67,8.33,0,12.094,0.992,3.93,x,0.67,5.33,7.91,1.03,4.67,29.78
42648.67919,5.04,7.056,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,16.127,0.992,3.9,x,0.91,1.59,1.61,1.03,4.66,29.77
42648.67921,3.023,5.039,6.047,3.023,0,0,1.008,0,0,1.008,0,0,0,0,0,0,6.67,8,0,0,19.148,0.992,3.89,x,1.32,4.82,39.1,1.03,4.67,29.71
42648.67922,3.023,5.039,3.023,0,1.008,1.008,3.023,0,0,0,0,0,0,0,0,0,5.67,0,8.33,0,16.125,0.992,3.92,x,0.93,7.39,12.92,1.03,4.67,29.65
42648.67923,8.06,5.038,2.015,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,20.151,0.993,3.93,x,1.21,3.07,3.24,1.03,4.66,29.62
42648.67924,9.07,4.031,2.015,4.031,0,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,7.33,7.67,11,21.163,0.992,3.96,x,1.16,4.89,11.99,1.03,4.66,29.63
42648.67925,8.06,0,2.015,2.015,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7.33,0,10.33,15.113,0.993,3.96,x,0.76,5.15,13.71,1.03,4.66,29.64
42648.67927,6.046,4.031,2.015,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7,7.67,8.33,0,16.124,0.992,3.93,x,0.97,3.02,3.39,1.03,4.66,29.62
42648.67928,8.062,4.031,5.038,3.023,0,2.015,0,0,0,0,0,0,0,0,0,0,7.67,7,8.67,0,22.169,0.992,3.87,x,1.42,4.36,4.98,1.03,4.66,29.53
42648.67929,5.038,1.008,4.031,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,8,0,0,14.108,0.992,3.88,x,1.03,2.52,2.62,1.03,4.66,29.2
42648.6793,7.053,1.008,5.038,2.015,2.015,0,1.008,0,0,1.008,0,0,1.008,0,0,0,5.67,8.67,0,0,20.15,0.993,3.89,x,1.2,5.38,131.72,1.03,4.65,29.51
42648.67931,9.069,6.046,4.031,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,5.67,11,0,0,22.169,0.992,3.93,x,1.24,2.79,2.93,1.03,4.63,29.31
42648.67932,8.064,2.016,3.024,0,0,0,1.008,1.008,0,1.008,0,0,0,0,0,0,6.33,0,0,9.67,16.128,0.992,3.93,x,0.61,4.89,45.64,1.03,4.63,29.44
42648.67934,6.046,2.015,1.008,0,0,0,0,0,0,0,1.008,0,0,0,0,0,6.67,0,0,0,10.077,0.992,3.92,x,0.33,0.72,55.25,1.02,4.62,29.62
42648.67935,5.039,6.047,2.016,2.016,0,2.016,0,0,1.008,0,0,0,0,0,0,0,6.33,8.33,8.33,0,18.141,0.992,3.92,x,1.04,4.85,21.56,1.02,4.63,29.65
42648.67936,15.116,6.046,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,0,6.33,6.67,0,0,26.201,0.992,3.91,x,1.16,1.9,1.93,1.02,4.61,29.6
42648.67937,10.077,4.031,3.023,0,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,6,0,0,10.33,20.154,0.992,3.93,x,0.87,4.94,13.55,1.02,4.6,29.55
42648.67938,3.023,8.062,7.054,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6,7.33,7.67,0,22.17,0.992,3.95,x,1.52,5.03,7.06,1.02,4.59,29.49
42648.67939,8.06,5.037,2.015,3.022,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,5.33,8,7,0,21.157,0.993,3.99,x,1.21,5.03,7.1,1.02,4.58,29.39
42648.67941,5.039,3.023,4.031,0,0,0,1.008,0,1.008,1.008,1.008,0,0,0,0,0,5.67,0,0,0,16.123,0.992,4.01,x,0.68,4.81,107.09,1.02,4.58,29.67
42648.67942,2.016,4.031,2.016,0,0,1.008,1.008,0,0,1.008,0,0,0,0,0,0,6,0,14.33,0,11.086,0.992,4.01,x,0.56,3.89,37.34,1.02,4.57,29.76
42648.67943,3.023,5.039,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,11.085,0.992,4,x,0.62,1.28,1.35,1.02,4.54,29.63
42648.67944,4.031,4.031,5.038,2.015,1.008,0,2.015,0,0,0,0,0,0,0,0,0,6.33,7.33,0,0,18.138,0.992,4,x,1.19,5.63,9.11,1.02,4.53,29.33
42648.67945,4.031,4.031,2.015,1.008,0,0,0,1.008,1.008,0,0,0,0,0,0,0,6,7,0,13,13.1,0.992,4,x,0.61,4,26.45,1.01,4.53,29.12
42648.67946,9.07,2.016,2.016,4.031,1.008,0,1.008,0,0,0,0,0,0,0,0,0,5.33,7.33,0,0,19.148,0.992,4.02,x,1.09,4.19,5.99,1.01,4.52,28.77
42648.67948,6.047,3.024,5.04,1.008,1.008,0,0,2.016,0,0,0,1.008,0,0,0,0,7.33,7.67,0,10.33,19.15,0.992,3.98,x,1.01,5.61,94.99,1.01,4.52,28.77
42648.67949,7.051,0,7.051,1.007,0,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,7,7.67,9.67,18.13,0.993,3.98,x,1.06,5.95,14.66,1.01,4.52,28.58
42648.6795,9.07,3.023,1.008,1.008,0,0,0,0,0,1.008,1.008,0,0,0,0,0,7.33,8.33,0,0,16.124,0.992,3.95,x,0.56,1.9,88,1.01,4.51,28.82
42648.67951,5.038,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.33,9,0,0,10.076,0.992,3.97,x,0.52,0.9,0.92,1.01,4.48,28.08
42648.67952,5.038,3.023,2.015,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,7,7.67,0,0,12.092,0.992,3.94,x,0.61,2.6,4.33,1.01,4.49,27.9
42648.67954,7.054,8.062,5.039,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,20.155,0.992,3.91,x,1.06,1.47,1.48,1.01,4.48,27.89
42648.67955,7.053,3.023,4.031,2.015,0,2.015,0,0,0,0,0,0,0,0,0,0,6.67,7.33,8.33,0,18.137,0.992,3.9,x,1.11,3.73,4.33,1.01,4.47,27.88
42648.67956,4.031,4.031,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10.077,0.992,3.92,x,0.49,0.67,0.67,1,4.45,27.83
42648.67957,3.023,2.016,2.016,1.008,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,7,8.33,11.67,10.078,0.992,3.92,x,0.58,3.63,10.77,1,4.45,27.64
42648.67958,7.055,4.031,1.008,0,1.008,0,1.008,0,0,0,0,1.008,0,0,0,0,6.67,0,0,0,15.118,0.992,3.9,x,0.61,2.92,82.2,1,4.44,27.89
42648.67959,11.086,5.039,4.031,2.016,0,0,0,0,0,0,0,0,0,0,0,0,5.67,9,0,0,22.172,0.992,3.93,x,1.12,1.91,1.94,1,4.45,27.89
42648.67961,10.078,2.016,4.031,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7.33,3,0,21.165,0.992,3.93,x,1.26,3.91,4.35,1,4.44,27.88
42648.67962,9.069,9.069,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,6.33,12.33,0,23.177,0.992,3.93,x,1.16,2.6,2.9,1,4.44,27.88
42648.67963,8.06,1.007,3.022,1.007,0,0,0,1.007,0,0,0,0,0,0,1.007,0,5,7,0,9.67,15.112,0.993,3.94,x,0.64,2.82,92.82,1,4.44,27.86
42648.67964,10.088,5.044,4.035,0,2.018,0,0,1.009,0,0,0,0,0,0,0,0,6.33,0,0,9.67,22.193,0.991,3.94,x,1.1,4.14,11.07,1,4.44,27.83
42648.67965,7.051,2.014,2.014,3.022,0,0,0,0,0,0,0,0,0,0,0,0,6,7.33,0,0,14.101,0.993,3.94,x,0.8,1.65,1.69,1,4.43,27.8
42648.67966,11.084,3.023,3.023,0,1.008,0,1.008,0,0,0,0,0,0,0,0,0,7.33,0,0,0,19.146,0.992,3.91,x,0.83,3.17,4.96,1,4.43,27.81
42648.67968,8.062,4.031,3.023,1.008,0,0,0,1.008,0,0,0,0,0,0,0,0,6,7,0,9,17.133,0.992,3.92,x,0.8,3.02,9.86,1,4.44,27.84
42648.67969,7.054,2.015,3.023,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,7.33,0,0,16.124,0.992,3.91,x,1.02,2.44,2.54,1,4.43,27.8
42648.6797,5.039,4.031,3.023,2.016,2.016,0,0,0,0,0,1.008,0,0,0,0,0,6,8,0,0,17.132,0.992,3.93,x,1.08,3.07,57.64,1,4.42,27.97
42648.67971,5.043,1.009,2.017,1.009,1.009,1.009,1.009,0,0,0,0,0,0,0,0,0,7,6.33,7.67,0,12.104,0.991,3.92,x,0.71,4.1,6.2,1,4.4,27.92
42648.67972,5.038,3.023,4.03,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,6.33,0,0,14.107,0.992,3.94,x,0.88,1.9,1.98,1,4.39,27.9
42648.67973,11.086,4.031,5.039,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,7.67,0,0,21.163,0.992,3.91,x,1.05,1.67,1.68,1,4.39,27.65
42648.67975,6.047,3.023,3.023,2.016,0,0,1.008,0,1.008,0,0,0,0,0,0,0,4.67,6,0,0,16.125,0.992,3.96,x,0.85,4.42,22.1,1,4.38,27.67
42648.67976,8.062,8.062,6.046,1.008,0,0,2.015,0,0,0,0,0,0,0,0,0,6,7,0,0,25.193,0.992,3.98,x,1.35,5.21,8.63,1,4.38,27.68
42648.67977,13.1,2.015,0,1.008,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,5.33,7.67,13,9.67,19.146,0.992,3.99,x,0.62,5.05,13.74,1,4.39,27.7
42648.67978,6.046,2.015,5.038,0,1.008,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,14.107,0.992,4.02,x,0.81,1.64,1.7,1,4.38,27.67
42648.67979,9.069,3.023,6.046,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.33,7,0,0,20.153,0.992,4.05,x,1.13,2.01,2.04,1,4.38,27.67
42648.67981,8.062,4.031,4.031,0,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,0,8.33,0,17.132,0.992,4.07,x,0.82,2.01,2.29,0.99,4.37,27.67
42648.67982,10.076,1.008,3.023,1.008,0,0,0,1.008,1.008,0,0,0,0,0,0,0,5.67,8.33,0,9.67,17.129,0.992,4.07,x,0.66,4.03,26.11,0.99,4.38,27.75
42648.67983,11.087,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,8.33,0,0,16.126,0.992,4.08,x,0.62,1,1.02,0.99,4.37,27.71
42648.67984,7.057,5.041,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,7,21,0,16.131,0.992,4.05,x,0.79,2.08,2.37,0.99,4.35,27.66
42648.67985,7.051,2.015,7.051,1.007,1.007,0,1.007,0,0,0,0,0,0,0,1.007,0,6.67,9,0,0,20.147,0.993,4.04,x,1.17,3.91,86.86,0.99,4.35,27.9
42648.67986,5.04,4.032,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,0,6,7.67,0,0,13.104,0.992,4.04,x,0.73,1.35,1.38,0.99,4.33,27.86
42648.67988,8.061,4.03,6.046,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,18.137,0.992,4.03,x,0.93,1.37,1.38,0.99,4.32,27.57
42648.67989,8.06,1.007,3.022,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12.089,0.993,4.02,x,0.5,0.71,0.71,0.99,4.29,27.53
42648.6799,8.061,1.008,3.023,3.023,1.008,0,1.008,0,1.008,0,0,0,0,0,0,0,10.33,8,0,0,18.137,0.992,3.98,x,1.01,5.26,22.93,0.99,4.3,27.54
42648.67991,9.063,2.014,1.007,0,1.007,0,0,0,0,0,0,0,1.007,0,0,0,6.67,0,0,0,14.099,0.993,3.97,x,0.5,1.1,91.25,0.98,4.29,27.82
42648.67992,7.053,5.038,1.008,2.015,0,0,0,0,1.008,0,0,0,0,0,0,0,7,6.67,0,0,16.122,0.992,3.93,x,0.75,2.64,18.72,0.98,4.29,27.86
42648.67993,3.023,4.03,0,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,11.084,0.992,3.95,x,0.74,2.21,2.36,0.98,4.28,27.75
42648.67995,2.016,6.047,1.008,0,2.016,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11.086,0.992,3.97,x,0.68,1.77,1.9,0.98,4.28,27.75
42648.67996,6.047,4.031,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,0,5.33,0,8.33,0,14.109,0.992,4,x,0.7,1.84,2.12,0.98,4.26,27.49
42648.67997,8.061,2.015,1.008,3.023,0,0,1.008,1.008,0,0,0,0,0,0,0,0,6,7.33,0,11,16.121,0.992,4.01,x,0.76,4.8,13.21,0.98,4.27,27.53
42648.67998,4.031,5.039,5.039,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,6.33,7.67,0,16.125,0.992,4.03,x,1.01,2.51,2.8,0.98,4.27,27.5
42648.67999,7.046,3.02,1.007,2.013,0,2.013,1.007,0,0,0,0,0,0,0,0,0,5.67,7,10.67,0,16.105,0.993,4.05,x,0.83,4.7,6.95,0.98,4.25,27.45
42648.68,6.046,4.031,1.008,0,0,0,0,1.008,0,0,0,0,0,0,0,0,6,0,0,13,12.092,0.992,4.05,x,0.43,2.22,8.83,0.98,4.24,27.41
42648.68002,11.083,2.015,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,18.136,0.993,4.05,x,0.84,1.51,1.54,0.98,4.24,27.3
42648.68003,3.023,3.023,4.031,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.33,7,0,0,11.084,0.992,4.08,x,0.7,1.21,1.23,0.98,4.23,26.96
42648.68004,11.082,3.022,1.007,1.007,0,0,0,1.007,0,0,0,0,0,0,0,0,7.33,9,0,10.33,17.126,0.993,4.03,x,0.6,2.62,9.26,0.98,4.24,26.99
42648.68005,12.091,0,2.015,0,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,17.128,0.993,4.03,x,0.69,3.33,5.14,0.98,4.24,27
42648.68006,5.039,4.031,2.016,2.016,2.016,0,1.008,0,0,0,0,0,0,0,0,0,5.67,11,0,0,16.125,0.992,4.05,x,0.99,4.1,5.92,0.97,4.25,27.01
42648.68007,3.023,3.023,5.039,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7,9,0,13.101,0.992,4.05,x,0.89,2.36,2.65,0.97,4.23,26.99
