OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42643.51119,8.061,4.03,5.038,4.03,1.008,1.008,0,0,0,0,0,0,0,0,0,0,4.67,8.33,7,0,23.175,0.992,4.42,x,1.37,3.78,4.14,1.14,4.36,9.95
42643.5112,6.046,4.031,4.031,2.015,0,2.015,0,0,0,0,0,0,0,0,0,0,6.67,6,7.67,0,18.139,0.992,4.37,x,1.03,3.37,3.91,1.14,4.36,9.9
42643.51122,9.069,3.023,4.031,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,9,8.33,0,19.146,0.992,4.33,x,0.89,3.65,5.48,1.14,4.35,9.86
42643.51123,8.061,5.038,4.031,2.015,5.038,1.008,0,0,1.008,0,0,0,0,0,0,0,5.67,7,10.33,0,26.2,0.992,4.33,x,1.57,6.51,21.64,1.14,4.37,9.96
42643.51124,3.023,2.015,5.038,2.015,1.008,2.015,0,0,0,0,0,0,0,0,0,0,6,7.33,9,0,15.114,0.992,4.33,x,1.08,3.93,4.53,1.14,4.36,9.92
42643.51125,4.031,4.031,5.038,1.008,0,2.015,1.008,0,0,0,0,0,0,0,0,0,6,11,8.67,0,17.13,0.992,4.31,x,1.01,4.69,6.79,1.14,4.37,9.89
42643.51126,10.074,4.03,3.022,2.015,1.007,3.022,2.015,0,0,0,0,0,0,0,0,0,5.33,5.33,8,0,25.186,0.993,4.33,x,1.27,7.74,11.73,1.14,4.4,9.91
42643.51127,11.083,2.015,4.03,0,1.008,2.015,1.008,2.015,0,0,0,0,0,0,0,0,4.33,0,6.67,7.33,23.174,0.993,4.36,x,0.96,7.88,22.27,1.14,4.43,10.01
42643.51129,12.088,4.029,9.066,2.015,1.007,1.007,0,0,0,0,0,0,0,0,0,0,4.67,8,8.33,0,29.213,0.993,4.41,x,1.58,3.82,4.16,1.14,4.42,9.96
42643.5113,6.045,4.03,4.03,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,0,5.67,6.33,8.33,0,18.136,0.993,4.41,x,1.04,3.21,3.59,1.14,4.41,9.91
42643.51131,6.046,3.023,3.023,4.031,0,1.008,0,0,0,1.008,0,0,0,0,0,0,5,6.33,9,0,18.139,0.992,4.43,x,1.01,3.49,32.31,1.14,4.4,10.09
42643.51132,14.11,3.024,4.031,2.016,2.016,3.024,0,0,0,0,0,0,0,0,0,0,5,8.67,8.67,0,28.22,0.992,4.45,x,1.39,5.35,6.24,1.14,4.41,10.06
42643.51133,12.092,14.107,3.023,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,0,5,6,9,0,33.253,0.992,4.54,x,1.43,4.3,6.06,1.15,4.41,10.03
42643.51134,5.039,2.016,3.024,3.024,2.016,2.016,0,0,0,0,0,0,0,0,0,0,5.67,9.67,6.67,0,17.134,0.992,4.53,x,1.1,4.34,4.97,1.14,4.41,9.99
42643.51136,7.053,5.038,7.053,6.045,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6,7.67,0,0,27.203,0.993,4.49,x,1.72,5.21,6.84,1.15,4.42,9.96
42643.51137,10.076,8.061,3.023,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,5.67,7,0,0,23.175,0.992,4.48,x,0.95,2.8,4.32,1.15,4.4,9.92
42643.51138,11.085,1.008,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,4.33,6.33,0,0,16.124,0.992,4.49,x,0.63,1.16,1.19,1.14,4.38,9.85
42643.51139,5.038,5.038,3.023,3.023,0,2.015,0,0,0,0,0,0,0,0,0,0,6,6.33,7.33,0,18.139,0.992,4.46,x,1.05,3.5,4.04,1.14,4.37,9.81
42643.5114,5.038,4.031,2.015,1.008,1.008,3.023,0,0,0,0,0,0,0,0,0,0,5.33,7,7,0,16.123,0.992,4.47,x,0.89,4.09,4.9,1.14,4.37,9.77
42643.51141,5.037,5.037,7.052,1.007,1.007,0,0,1.007,0,0,0,0,0,0,0,0,5,7,0,9,20.148,0.993,4.5,x,1.13,3.73,9.74,1.14,4.36,9.77
42643.51143,11.086,8.062,3.023,3.023,1.008,1.008,1.008,2.016,0,0,0,0,0,0,0,0,6,6,7.67,10.33,30.234,0.992,4.45,x,1.38,7.96,21.84,1.14,4.39,9.86
42643.51144,4.031,4.031,6.047,0,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,0,7,12.33,16.124,0.992,4.41,x,0.87,3.62,9.95,1.14,4.38,9.86
42643.51145,5.038,3.023,4.03,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,4,6,10.33,0,16.122,0.992,4.47,x,0.97,2.64,2.93,1.14,4.37,9.81
42643.51146,7.054,8.062,5.039,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5,6.33,0,0,22.17,0.992,4.52,x,1.12,1.89,1.91,1.14,4.35,9.75
42643.51147,8.06,7.053,6.045,1.008,7.053,2.015,0,0,1.008,0,0,0,0,0,0,0,5.33,9.67,8,0,32.241,0.993,4.53,x,1.93,8.23,23.03,1.15,4.38,9.85
42643.51149,9.068,6.046,4.03,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,6,7,0,0,21.16,0.992,4.49,x,0.92,2.8,4.33,1.14,4.37,9.81
42643.5115,10.077,5.038,5.038,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,5.33,8,9,0,24.184,0.992,4.5,x,1.23,2.97,3.26,1.14,4.36,9.76
42643.51151,8.062,5.039,2.015,3.023,0,2.015,1.008,0,0,0,0,0,0,0,0,0,4.33,5.67,7,0,21.163,0.992,4.58,x,1.03,4.73,6.73,1.14,4.36,9.74
42643.51152,7.054,6.046,8.061,4.031,2.015,1.008,0,0,0,0,0,0,0,0,0,0,5,5.67,5.67,0,28.215,0.992,4.61,x,1.74,4.66,5.06,1.15,4.36,9.7
42643.51153,8.06,3.023,0,2.015,1.008,2.015,0,0,0,0,0,0,0,0,0,0,5.33,8,15.33,0,16.12,0.993,4.61,x,0.73,3.13,3.69,1.14,4.36,9.66
42643.51154,7.054,6.046,9.069,0,1.008,2.015,0,0,0,0,0,0,0,0,0,0,5.33,0,6.67,0,25.191,0.992,4.61,x,1.39,3.93,4.48,1.15,4.35,9.62
42643.51156,8.059,4.029,8.059,2.015,1.007,2.015,1.007,2.015,0,0,0,0,0,0,0,0,6,7.33,6.67,9,28.205,0.993,4.57,x,1.49,8.74,22.48,1.15,4.38,9.71
42643.51157,9.066,5.037,7.052,3.022,1.007,1.007,0,0,0,0,1.007,0,0,0,0,0,5.33,7,7,0,27.199,0.993,4.58,x,1.45,3.96,50.95,1.15,4.38,10
42643.51158,10.078,1.008,1.008,1.008,2.016,1.008,0,1.008,2.016,0,0,0,1.008,0,0,0,4.33,7,7,9.67,20.156,0.992,4.59,x,0.69,6.33,117.88,1.15,4.39,10.75
42643.51159,3.023,3.023,8.06,3.023,0,2.015,0,0,0,0,0,0,0,0,0,0,8,9,9.67,0,19.143,0.993,4.49,x,1.34,4.05,4.59,1.15,4.39,10.7
42643.5116,11.085,3.023,5.038,2.015,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,7.33,7,7.67,0,25.192,0.992,4.42,x,1.2,5.78,21.93,1.15,4.4,10.78
42643.51161,4.031,2.015,4.031,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,5,7,7.67,0,15.115,0.992,4.43,x,0.93,4.49,6.39,1.15,4.4,10.75
42643.51163,9.068,11.083,6.045,1.008,1.008,0,2.015,0,0,0,0,0,0,0,0,0,5,9,0,0,30.227,0.992,4.5,x,1.45,5.31,8.38,1.15,4.41,10.73
42643.51164,7.053,7.053,3.023,0,2.015,2.015,0,0,0,0,0,0,0,0,0,0,6.33,0,8,0,21.159,0.992,4.43,x,1.07,3.81,4.43,1.15,4.4,10.69
42643.51165,13.098,5.038,5.038,2.015,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,6.33,15.67,0,28.21,0.993,4.38,x,1.34,4.8,6.68,1.15,4.41,10.67
42643.51166,7.054,5.038,4.031,0,2.015,1.008,1.008,1.008,0,0,0,0,0,0,0,0,5.33,0,7,9,21.161,0.992,4.4,x,1.04,5.99,13.97,1.15,4.42,10.69
42643.51167,4.031,5.039,3.023,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,16.124,0.992,4.4,x,1,2.28,2.37,1.15,4.4,10.63
42643.51168,6.046,4.03,6.046,2.015,1.008,0,0,1.008,0,0,0,0,0,0,0,0,4.67,7.33,0,10.33,20.152,0.992,4.45,x,1.13,3.91,10.01,1.15,4.4,10.63
42643.5117,9.068,5.038,3.023,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,5.67,7,0,22.166,0.993,4.44,x,1.08,4.6,6.5,1.15,4.4,10.6
42643.51171,9.067,5.037,4.03,1.007,0,1.007,0,0,0,0,0,0,0,0,0,0,4.67,8.33,6.33,0,20.149,0.993,4.49,x,0.92,2.2,2.46,1.15,4.39,10.55
42643.51172,12.089,7.052,4.03,2.015,0,1.007,1.007,0,0,1.007,0,0,0,0,0,0,4,5.33,6.33,0,28.207,0.993,4.62,x,1.17,4.59,33.64,1.15,4.39,10.7
42643.51173,3.023,4.031,6.046,3.023,0,2.015,2.015,1.008,0,1.008,0,0,0,0,0,0,4.67,6.67,6.67,7.67,22.168,0.992,4.66,x,1.24,8.51,44.78,1.15,4.41,10.91
42643.51174,11.086,7.055,3.024,2.016,1.008,3.024,1.008,1.008,0,0,0,0,0,0,0,0,5.67,6.67,6.67,8.33,29.228,0.992,4.63,x,1.32,7.53,15.58,1.15,4.43,10.94
42643.51176,5.039,5.039,2.015,6.046,1.008,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,19.147,0.992,4.65,x,1.18,2.93,3.05,1.15,4.42,10.89
42643.51177,10.076,3.023,5.038,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,4.67,8.33,0,0,20.152,0.992,4.68,x,0.85,2.69,4.15,1.15,4.41,10.85
42643.51178,11.085,7.054,10.077,1.008,3.023,2.015,1.008,0,0,0,0,0,0,0,0,0,4.67,7,6.33,0,35.271,0.992,4.73,x,1.86,6.74,8.82,1.15,4.43,10.84
42643.51179,7.052,4.03,4.03,4.03,1.007,3.022,0,1.007,0,0,0,0,0,0,0,0,5,6.33,6.67,8.33,24.177,0.993,4.74,x,1.34,6.48,12.92,1.15,4.44,10.85
42643.5118,5.039,6.047,1.008,2.016,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,5.67,6.33,0,11,17.132,0.992,4.71,x,0.77,4.45,11.65,1.15,4.44,10.86
42643.51181,7.054,0,2.015,2.015,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,8.67,10.33,0,16.123,0.992,4.71,x,0.88,4.7,6.56,1.15,4.44,10.83
42643.51183,1.008,7.054,2.015,2.015,3.023,0,1.008,0,1.008,0,0,0,0,0,0,0,5.33,5,0,0,17.13,0.992,4.7,x,1.01,5.22,20.27,1.15,4.45,10.89
42643.51184,11.084,6.046,7.053,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,5,8,0,0,29.221,0.992,4.72,x,1.45,4.21,5.73,1.15,4.45,10.86
42643.51185,5.038,2.015,6.045,2.015,0,1.008,0,0,1.008,0,0,0,0,0,0,0,4.33,8.67,7.67,0,17.128,0.993,4.74,x,0.93,3.51,17.06,1.15,4.44,10.89
42643.51186,13.097,5.037,7.052,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,4.67,5.33,0,0,29.217,0.993,4.78,x,1.38,3,3.13,1.15,4.43,10.85
42643.51187,11.084,9.069,2.015,1.008,3.023,1.008,0,0,0,0,0,0,0,0,0,0,5,7,11,0,27.206,0.992,4.8,x,1.19,3.51,3.91,1.15,4.43,10.81
42643.51188,11.083,5.038,2.015,0,1.008,3.023,1.008,0,0,0,0,0,0,0,0,0,5.67,0,6.33,0,23.173,0.993,4.76,x,0.91,5.05,7.22,1.15,4.43,10.78
42643.5119,5.038,5.038,5.038,0,1.008,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16.121,0.992,4.78,x,0.8,1.52,1.57,1.15,4.41,10.73
42643.51191,7.055,5.039,3.023,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7.33,10.33,0,19.149,0.992,4.69,x,0.96,2.73,3.05,1.15,4.4,10.69
42643.51192,8.061,1.008,8.061,6.046,1.008,1.008,0,0,0,1.008,0,0,0,0,0,0,4.33,6,7.67,0,26.2,0.992,4.71,x,1.6,5,32.19,1.15,4.41,10.81
42643.51193,6.046,2.015,1.008,1.008,2.015,2.015,1.008,0,1.008,0,0,0,0,0,0,0,5.67,7,9.67,0,16.121,0.992,4.7,x,0.75,5.8,21.26,1.15,4.41,10.87
42643.51194,4.03,6.046,4.03,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,0,5.33,5.67,7.67,0,18.137,0.992,4.69,x,1,3.42,3.96,1.14,4.41,10.83
42643.51195,7.053,5.038,2.015,4.031,2.015,0,1.008,0,0,0,0,0,0,0,0,0,6.33,6,0,0,21.16,0.992,4.62,x,1.15,4.29,5.91,1.14,4.41,10.8
42643.51197,6.046,5.038,5.038,0,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5.33,0,7,0,18.138,0.992,4.62,x,0.92,2.44,2.74,1.14,4.4,10.76
42643.51198,9.069,6.046,1.008,1.008,2.015,0,2.015,1.008,0,0,0,0,0,0,0,0,5.67,9.67,0,9.67,22.169,0.992,4.59,x,0.88,6.25,15.14,1.14,4.41,10.78
42643.51199,5.038,3.023,3.023,3.023,1.008,2.015,0,0,0,0,0,0,0,0,0,0,8,8,10,0,17.131,0.992,4.49,x,1.06,3.9,4.49,1.14,4.4,10.75
42643.512,4.031,6.046,1.008,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,16.122,0.992,4.47,x,0.89,3.44,5.04,1.14,4.4,10.72
42643.51201,6.046,1.008,6.046,2.015,2.015,2.015,0,1.008,0,0,0,0,0,0,0,0,5.67,6.67,9.67,9,20.153,0.992,4.47,x,1.24,6.01,12.63,1.14,4.41,10.73
42643.51203,5.039,9.07,5.039,2.016,1.008,0,0,0,1.008,0,0,0,0,0,0,0,5.33,6,0,0,23.179,0.992,4.49,x,1.24,3.59,17.72,1.14,4.4,10.76
42643.51204,12.091,8.061,2.015,5.038,1.008,4.03,1.008,0,1.008,0,0,0,0,0,0,0,5.33,6.33,7.33,0,34.257,0.992,4.51,x,1.72,9.07,25.67,1.14,4.43,10.85
42643.51205,9.071,6.047,5.039,3.024,2.016,2.016,0,0,0,0,0,0,0,0,0,0,5,7.33,8.33,0,27.212,0.992,4.54,x,1.52,4.9,5.53,1.15,4.43,10.82
42643.51206,11.084,5.038,4.031,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,23.176,0.992,4.53,x,1.07,2.4,2.52,1.15,4.42,10.77
42643.51207,11.082,6.045,7.052,0,1.007,3.022,0,0,0,0,0,0,0,0,0,0,5.67,0,6.67,0,28.209,0.993,4.51,x,1.4,4.68,5.48,1.15,4.42,10.74
42643.51208,8.06,3.022,4.03,2.015,1.007,1.007,0,0,1.007,0,0,0,0,0,0,0,4.67,5.67,7.67,0,20.15,0.993,4.54,x,1,4.01,18.22,1.15,4.42,10.78
42643.5121,7.054,3.023,5.038,1.008,0,1.008,2.015,1.008,0,0,0,0,0,0,0,0,5.33,10.33,9.67,10.33,20.153,0.992,4.55,x,0.93,6.5,15.62,1.15,4.43,10.81
42643.51211,5.038,1.008,5.038,3.023,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7,7.67,9.67,0,16.12,0.993,4.53,x,0.98,4.06,5.84,1.14,4.43,10.78
42643.51212,8.059,4.03,8.059,0,2.015,1.007,1.007,0,0,0,0,0,0,0,0,0,6.33,0,8.33,0,24.177,0.993,4.48,x,1.32,4.89,6.77,1.15,4.43,10.76
42643.51213,3.022,0,4.03,0,2.015,3.022,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12.089,0.993,4.48,x,0.83,4.33,5.19,1.14,4.43,10.73
42643.51214,4.03,2.015,1.007,2.015,1.007,1.007,0,0,0,0,0,0,0,0,0,0,6.33,8,7.67,0,11.082,0.993,4.46,x,0.64,2.37,2.7,1.14,4.42,10.69
42643.51215,7.056,4.032,3.024,4.032,0,0,0,0,0,0,0,0,0,0,0,0,8,8.33,0,0,18.145,0.992,4.34,x,1.02,2.09,2.13,1.14,4.41,10.65
42643.51217,11.085,4.031,6.046,0,1.008,0,0,0,0,0,0,0,0,0,0,0,7.67,0,0,0,22.17,0.992,4.25,x,1.05,1.92,1.98,1.14,4.4,10.6
42643.51218,3.023,5.038,2.015,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,14.105,0.993,4.11,x,0.95,2.5,2.65,1.14,4.39,10.56
42643.51219,4.03,2.015,2.015,1.008,0,1.008,0,1.008,0,0,0,0,0,0,0,0,9,10.33,15,11,11.083,0.993,4.04,x,0.58,3.54,10.45,1.14,4.38,10.56
42643.5122,6.044,4.03,2.015,4.03,0,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,16.118,0.993,4.06,x,0.98,2.05,2.1,1.14,4.37,10.52
42643.51221,5.039,5.039,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,0,6.67,7.33,0,0,14.11,0.992,4.03,x,0.78,1.42,1.44,1.13,4.35,10.47
42643.51222,3.023,3.023,2.016,2.016,0,1.008,0,0,1.008,0,0,0,0,0,0,0,7.33,7.67,7.67,0,12.094,0.992,3.99,x,0.73,3.54,19.65,1.13,4.35,10.52
42643.51224,7.053,5.038,6.046,2.015,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,13.67,8.33,0,24.182,0.992,3.97,x,1.57,5.93,8.08,1.13,4.36,10.51
42643.51225,7.054,3.023,5.038,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5.33,5.67,7,0,19.146,0.992,4,x,1.21,3.41,3.78,1.13,4.35,10.47
42643.51226,7.054,4.031,2.015,1.008,3.023,3.023,0,0,0,0,0,0,0,0,0,0,6,7,9,0,20.155,0.992,4,x,1.26,5.79,6.83,1.14,4.36,10.46
42643.51227,10.077,4.031,5.039,2.015,3.023,2.015,1.008,0,0,0,0,0,0,0,0,0,7.33,7.67,10.33,0,27.209,0.992,3.96,x,1.69,7.39,9.88,1.14,4.38,10.45
42643.51228,3.023,5.038,3.023,0,0,0,0,2.015,1.008,0,0,0,0,0,0,0,6.33,0,0,9.67,14.107,0.992,3.95,x,0.63,5.64,35.16,1.14,4.38,10.57
42643.51229,13.099,8.061,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,5.33,5.67,0,0,25.19,0.992,4.02,x,1.1,2.01,2.09,1.14,4.37,10.53
42643.51231,7.053,1.008,7.053,1.008,0,0,0,0,0,0,0,0,0,0,0,0,3.67,9.67,0,0,16.121,0.993,4.05,x,0.97,1.66,1.68,1.13,4.36,10.49
42643.51232,5.039,3.024,6.047,3.024,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,10,0,0,18.142,0.992,4.06,x,1.28,2.85,2.95,1.13,4.35,10.45
42643.51233,3.023,5.038,5.038,3.023,1.008,3.023,0,0,0,0,0,0,0,0,0,0,5.33,7,7.33,0,20.153,0.992,4.1,x,1.49,5.62,6.54,1.14,4.36,10.43
42643.51234,8.061,6.046,3.023,0,2.015,0,1.008,1.008,0,1.008,0,0,0,0,0,0,4.67,0,0,9.67,22.168,0.992,4.18,x,0.99,5.96,44.29,1.14,4.36,10.6
42643.51235,12.089,3.022,6.045,5.037,2.015,0,0,1.007,0,0,0,0,0,0,0,0,4,6,0,8.33,29.216,0.993,4.25,x,1.69,5.68,12.16,1.14,4.37,10.6
42643.51237,7.054,2.015,4.031,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,5.67,6.33,0,0,15.115,0.992,4.25,x,0.73,2.69,4.3,1.14,4.36,10.57
42643.51238,4.031,3.023,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,0,7.33,0,9,0,11.086,0.992,4.2,x,0.58,1.65,1.92,1.13,4.35,10.53
42643.51239,6.047,3.023,3.023,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,4.67,8,3,0,16.125,0.992,4.24,x,0.95,2.66,2.96,1.13,4.34,10.5
42643.5124,7.054,2.015,1.008,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,8.33,7,10.33,10.33,14.108,0.992,4.18,x,0.64,3.9,10.63,1.13,4.34,10.5
42643.51241,6.044,4.029,1.007,1.007,0,1.007,0,0,0,0,0,0,0,0,0,0,6,10.33,8.33,0,13.096,0.993,4.18,x,0.6,1.78,2.06,1.13,4.33,10.46
42643.51242,13.098,7.053,3.023,6.045,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,6,6.67,9.67,0,33.248,0.993,4.17,x,1.87,7.12,9.41,1.13,4.34,10.45
42643.51244,7.054,11.084,6.046,4.031,0,4.031,1.008,0,0,0,0,0,0,0,0,0,5.33,6.67,7.33,0,33.253,0.992,4.24,x,2.02,8.23,10.94,1.14,4.36,10.46
42643.51245,5.038,3.023,6.046,6.046,0,0,3.023,1.008,0,0,0,0,0,0,0,0,5.33,6.33,0,9,24.185,0.992,4.25,x,1.56,9.27,20.41,1.14,4.38,10.5
42643.51246,8.06,4.03,6.045,0,2.015,0,1.007,0,0,0,0,0,0,0,0,0,5.67,0,0,0,21.157,0.993,4.26,x,1.13,3.92,5.63,1.14,4.38,10.48
42643.51247,6.043,4.029,4.029,1.007,0,1.007,0,0,0,0,0,0,0,0,0,0,8,7,10.33,0,16.115,0.993,4.16,x,0.88,2.26,2.54,1.14,4.37,10.44
42643.51248,5.039,8.062,1.008,3.023,3.023,1.008,0,0,0,0,0,0,0,0,0,0,6,9.33,5.67,0,21.163,0.992,4.15,x,1.34,4.39,4.88,1.14,4.37,10.42
42643.51249,3.023,6.046,6.046,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.67,9.33,8.33,0,20.153,0.992,4.11,x,1.46,3.91,4.28,1.14,4.37,10.39
42643.51251,3.023,4.031,3.023,1.008,4.031,3.023,1.008,0,0,0,0,0,0,0,0,0,5,7,7.67,0,19.147,0.992,4.15,x,1.37,7.78,10.47,1.14,4.38,10.39
42643.51252,4.031,6.047,2.016,0,1.008,3.023,0,0,0,0,0,0,0,0,0,0,6,0,8,0,16.125,0.992,4.15,x,0.92,4.17,5.04,1.14,4.38,10.37
42643.51253,5.038,6.045,2.015,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,5.67,7.33,0,0,17.128,0.993,4.17,x,0.96,3.3,4.96,1.14,4.38,10.34
42643.51254,8.062,2.016,2.016,1.008,0,2.016,0,0,0,0,0,0,0,0,0,0,5.33,7.67,10.67,0,15.117,0.992,4.18,x,0.72,2.8,3.35,1.14,4.37,10.31
42643.51255,7.055,5.039,4.031,3.023,2.016,0,0,0,1.008,0,0,0,0,0,0,0,5,6.67,0,0,22.172,0.992,4.23,x,1.29,4.36,19.44,1.14,4.37,10.35
42643.51256,8.061,11.084,3.023,0,0,3.023,1.008,0,0,0,0,0,0,0,0,0,5.67,0,7.33,0,26.2,0.992,4.25,x,1.24,5.54,7.93,1.14,4.37,10.34
42643.51258,4.031,4.031,4.031,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,13.1,0.992,4.28,x,0.74,1.23,1.25,1.14,4.36,10.3
42643.51259,5.038,4.03,3.023,3.023,2.015,2.015,0,0,0,0,0,0,0,0,0,0,5,7.67,8.67,0,19.143,0.993,4.32,x,1.25,4.66,5.33,1.14,4.36,10.28
42643.5126,7.054,6.046,9.069,2.015,2.015,1.008,2.015,0,0,0,0,0,0,0,0,0,4.67,5.33,5.67,0,29.223,0.992,4.39,x,1.76,7.32,10.79,1.14,4.38,10.28
42643.51261,8.061,8.061,4.031,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,6,14.67,0,0,23.176,0.992,4.36,x,1.2,2.38,2.46,1.14,4.37,10.25
42643.51262,9.07,9.07,2.015,2.015,0,0,2.015,0,0,0,0,0,0,0,0,0,4.67,6.67,0,0,24.186,0.992,4.46,x,1.03,4.45,7.51,1.14,4.37,10.24
42643.51264,6.046,3.023,4.031,2.015,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6,5.67,0,0,17.13,0.992,4.44,x,0.94,3.46,5.07,1.14,4.36,10.22
42643.51265,9.07,2.015,5.039,4.031,1.008,2.015,0,0,0,0,0,0,0,0,0,0,3.67,5.33,6.33,0,23.178,0.992,4.49,x,1.36,4.51,5.11,1.14,4.36,10.19
42643.51266,5.038,4.031,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,4.33,6.33,7.67,0,15.115,0.992,4.55,x,0.8,2.42,2.74,1.14,4.36,10.16
42643.51267,8.062,8.062,3.023,0,0,2.015,0,0,0,0,0,0,0,0,0,0,5.33,0,6.33,0,21.162,0.992,4.56,x,0.91,2.73,3.22,1.14,4.35,10.13
42643.51268,12.093,3.023,3.023,1.008,1.008,2.016,2.016,0,0,0,0,0,0,0,0,0,5.33,7.67,8,0,24.186,0.992,4.56,x,1.02,6.17,9.69,1.14,4.36,10.13
42643.51269,5.037,4.03,4.03,1.007,2.015,0,1.007,1.007,0,0,0,0,0,0,0,0,5,7,0,9,18.134,0.993,4.58,x,0.94,5.1,12.53,1.14,4.36,10.14
42643.51271,7.051,3.022,2.015,0,1.007,0,1.007,0,0,0,0,0,0,0,0,0,5.33,0,0,0,14.103,0.993,4.59,x,0.56,2.48,4.01,1.13,4.35,10.12
42643.51272,13.095,5.037,2.015,1.007,2.015,0,0,0,0,0,0,0,0,0,0,0,5.33,8.33,0,0,23.169,0.993,4.59,x,0.92,2.12,2.24,1.13,4.34,10.08
42643.51273,9.069,2.015,4.031,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,8.33,0,0,18.139,0.992,4.55,x,0.89,1.97,2.05,1.13,4.33,10.05
42643.51274,8.059,2.015,3.022,6.045,2.015,3.022,0,0,0,0,0,0,0,0,0,0,5,6.33,7.67,0,24.178,0.993,4.57,x,1.53,6.13,7.04,1.13,4.34,10.04
42643.51275,9.068,4.03,6.045,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,5.33,0,6.33,0,21.159,0.992,4.57,x,0.95,3.49,5.22,1.13,4.34,10.02
42643.51276,7.053,10.075,7.053,0,1.008,4.03,1.008,0,0,0,0,0,0,0,0,0,5.33,0,6.33,0,30.226,0.993,4.58,x,1.59,7.01,9.53,1.13,4.35,10.02
42643.51278,9.069,8.061,6.046,3.023,2.015,0,0,1.008,1.008,0,0,0,0,0,0,0,4.67,5,0,8.33,30.23,0.992,4.65,x,1.52,5.92,25.38,1.14,4.35,10.08
42643.51279,6.045,8.06,6.045,3.022,1.007,3.022,0,0,0,0,0,0,0,0,0,0,5,6,6.67,0,27.202,0.993,4.68,x,1.57,5.27,6.08,1.14,4.36,10.06
42643.5128,9.068,3.023,2.015,2.015,1.008,3.023,0,0,1.008,0,0,0,0,0,0,0,5.33,6,7,0,21.159,0.992,4.68,x,0.97,5.32,19.59,1.14,4.36,10.1
